"entityId","acquisitionDate","cloudCover","processingLevel","path","row","min_lat","min_lon","max_lat","max_lon","download_url"
"LC80370362014220LGN00",2014-08-08 18:03:38,2.4,"L1T",37,36,33.52146,-113.42466,35.65417,-110.85997,"https://s3-us-west-2.amazonaws.com/landsat-pds/L8/037/036/LC80370362014220LGN00/index.html"
